,accuracy,anne_number,entropy_var,ot_accuracy,ot_entropy_var
0,41.86666666666667,1,0.0,61.0,0.0
1,88.03333333333333,2,0.338,69.56666666666666,0.5013333333333333
2,75.96666666666667,3,0.2926666666666667,61.5,0.619
3,65.26666666666667,4,0.17866666666666667,62.133333333333326,0.37383333333333335
4,56.766666666666666,5,0.475,71.53333333333333,0.48383333333333334
5,81.6,6,0.32088888888888883,70.33333333333334,0.45088888888888884
6,70.56666666666666,7,0.4188888888888889,66.86666666666666,0.5476666666666666
7,66.60000000000001,8,0.24983333333333332,69.23333333333333,0.37525
8,79.66666666666666,9,0.3258333333333333,76.66666666666667,0.4033333333333333
9,66.23333333333333,10,0.3422666666666667,73.7,0.4076666666666667
10,75.66666666666667,11,0.41713333333333336,73.76666666666667,0.5006666666666667
11,64.66666666666666,12,0.30966666666666665,64.16666666666667,0.4568333333333333
12,65.03333333333333,13,0.4220555555555555,69.8,0.5044444444444445
13,68.73333333333333,14,0.3127619047619047,74.6,0.44319047619047613
14,62.26666666666667,15,0.399142857142857,69.06666666666666,0.5319523809523808
15,73.06666666666666,16,0.26516666666666666,73.6,0.4385
16,64.03333333333333,17,0.3804166666666667,70.76666666666667,0.554
17,69.83333333333334,18,0.316,75.1,0.44462962962962954
18,69.96666666666667,19,0.38111111111111107,77.13333333333333,0.46703703703703703
19,74.8,20,0.39980000000000004,74.86666666666667,0.4945333333333334
20,67.86666666666666,21,0.3388333333333333,69.8,0.5151333333333333
21,69.06666666666666,22,0.2924242424242424,75.96666666666667,0.44836363636363635
22,69.39999999999999,23,0.36787878787878786,71.83333333333334,0.45796969696969697
23,60.46666666666667,24,0.2975277777777778,65.66666666666666,0.5028888888888888
24,64.76666666666667,25,0.4234722222222222,66.26666666666667,0.5220277777777778
25,62.7,26,0.3373076923076923,66.96666666666667,0.5146923076923078
26,72.7,27,0.40202564102564103,72.43333333333334,0.5164871794871795
27,68.96666666666667,28,0.2872857142857143,72.83333333333334,0.4693571428571428
28,65.43333333333334,29,0.3606666666666667,67.30000000000001,0.48654761904761906
29,67.96666666666667,30,0.35573333333333335,65.53333333333333,0.5059333333333333
30,70.6,31,0.33840000000000003,76.3,0.5023777777777777
31,70.03333333333333,32,0.3529583333333333,72.13333333333334,0.47679166666666667
32,65.0,33,0.33675,69.43333333333334,0.5083958333333334
33,74.7,34,0.29005882352941176,70.46666666666667,0.4757450980392156
34,71.89999999999999,35,0.3851372549019607,73.73333333333333,0.517235294117647
35,68.43333333333334,36,0.3132407407407407,70.33333333333334,0.4469444444444444
36,66.4,37,0.3423518518518519,70.43333333333334,0.44342592592592595
37,70.06666666666666,38,0.3143157894736842,72.33333333333334,0.46757894736842104
38,68.66666666666667,39,0.32710526315789473,68.53333333333333,0.5197719298245614
39,63.733333333333334,40,0.33675,75.1,0.4823666666666666
40,69.5,41,0.36019999999999996,67.2,0.5270666666666667
41,66.56666666666666,42,0.3745873015873016,71.6,0.513063492063492
42,68.76666666666667,43,0.3544761904761905,73.2,0.46507936507936504
43,68.33333333333333,44,0.3517878787878788,72.13333333333334,0.4904848484848485
44,69.43333333333334,45,0.38945454545454544,72.73333333333333,0.502030303030303
45,69.66666666666667,46,0.35562318840579715,71.1,0.49868115942028984
46,65.5,47,0.355927536231884,70.76666666666667,0.5004057971014493
47,68.83333333333333,48,0.29606944444444444,69.39999999999999,0.4662361111111111
48,73.13333333333333,49,0.3319722222222222,73.7,0.5204583333333334
49,70.13333333333334,50,0.32313333333333333,72.7,0.45038666666666677
50,69.19999999999999,51,0.3336266666666667,69.43333333333334,0.49533333333333335
51,66.96666666666667,52,0.29402564102564105,72.2,0.48033333333333333
52,65.8,53,0.2962179487179487,71.46666666666667,0.49241025641025643
53,70.66666666666667,54,0.3846543209876543,71.46666666666667,0.5034074074074074
54,67.76666666666667,55,0.3704567901234567,71.66666666666667,0.5036666666666667
55,69.13333333333334,56,0.3036309523809524,69.36666666666666,0.4935595238095238
56,68.60000000000001,57,0.32422619047619045,75.13333333333333,0.4902380952380952
57,66.66666666666666,58,0.39829885057471265,72.03333333333333,0.5224022988505748
58,69.03333333333333,59,0.3601379310344827,72.5,0.5025057471264367
59,68.10000000000001,60,0.3063111111111111,70.93333333333334,0.4724888888888889
60,66.53333333333333,61,0.3693444444444444,67.73333333333333,0.5155666666666667
61,69.33333333333334,62,0.36505376344086016,72.76666666666667,0.4704086021505376
62,71.23333333333333,63,0.3659247311827956,72.06666666666666,0.5130322580645161
63,66.86666666666666,64,0.3650625,73.76666666666667,0.500375
64,67.7,65,0.3781875,72.0,0.4943958333333333
65,67.56666666666666,66,0.344989898989899,68.83333333333333,0.5026565656565657
66,68.89999999999999,67,0.3775252525252525,75.0,0.4865858585858587
67,66.16666666666666,68,0.36253921568627445,70.13333333333334,0.5273235294117647
68,69.69999999999999,69,0.349,68.93333333333334,0.49322549019607836
69,71.39999999999999,70,0.3463428571428572,73.26666666666667,0.49088571428571426
70,67.16666666666666,71,0.3509142857142857,72.83333333333334,0.4832476190476191
71,68.73333333333333,72,0.379037037037037,70.66666666666667,0.5277314814814814
72,68.36666666666666,73,0.33167592592592593,71.46666666666667,0.4931296296296296
73,67.26666666666667,74,0.3232252252252253,70.16666666666667,0.47283783783783784
74,68.66666666666667,75,0.34628828828828834,69.73333333333333,0.49923423423423424
75,68.53333333333333,76,0.3417543859649123,71.13333333333334,0.4907719298245614
76,66.33333333333333,77,0.35733333333333334,71.26666666666667,0.4839473684210526
77,72.23333333333333,78,0.344034188034188,73.0,0.4678290598290598
78,70.1,79,0.3178632478632478,72.7,0.4848290598290597
79,68.76666666666667,80,0.36947500000000005,74.9,0.5025166666666667
80,67.10000000000001,81,0.34639999999999993,72.16666666666667,0.4899083333333334
81,68.33333333333333,82,0.33995121951219515,74.63333333333333,0.48627642276422767
82,67.13333333333334,83,0.32041463414634147,71.56666666666666,0.487219512195122
83,67.03333333333333,84,0.35806349206349203,70.26666666666667,0.47599206349206347
84,65.63333333333333,85,0.3679920634920635,68.23333333333333,0.5225
85,66.66666666666666,86,0.367937984496124,71.39999999999999,0.5146899224806202
86,69.53333333333333,87,0.3412635658914729,72.03333333333333,0.4927519379844962
87,66.60000000000001,88,0.34634090909090914,70.19999999999999,0.5182348484848485
88,70.26666666666667,89,0.3536363636363636,71.16666666666667,0.48371212121212126
89,66.83333333333333,90,0.3451037037037037,69.96666666666667,0.49662962962962964
90,67.53333333333333,91,0.3300370370370371,71.3,0.48471851851851855
91,69.13333333333334,92,0.32228985507246377,73.23333333333333,0.47894927536231885
92,66.7,93,0.354036231884058,70.53333333333333,0.491427536231884
93,66.2,94,0.34176595744680843,71.93333333333334,0.47971631205673765
94,69.56666666666666,95,0.32667375886524824,71.73333333333333,0.4794609929078013
95,69.33333333333334,96,0.3955069444444444,71.3,0.5116458333333334
96,68.60000000000001,97,0.3379375,70.7,0.4950069444444445
97,66.53333333333333,98,0.33931292517006806,70.03333333333333,0.510047619047619
98,68.4,99,0.31934013605442174,71.86666666666667,0.49354421768707485
