,accuracy,anne_number,entropy_var,ot_accuracy,ot_entropy_var
0,86.46666666666667,1,0.0,82.86666666666666,0.0
1,93.60000000000001,2,0.052333333333333336,92.46666666666667,0.15066666666666667
2,96.5,3,0.15333333333333332,91.13333333333333,0.20633333333333334
3,93.16666666666666,4,0.091,88.63333333333333,0.1705
4,92.30000000000001,5,0.095,94.6,0.207
5,93.23333333333333,6,0.06555555555555555,94.66666666666667,0.171
6,93.86666666666666,7,0.122,87.53333333333333,0.241
7,96.2,8,0.10708333333333334,89.86666666666666,0.19283333333333333
8,95.13333333333334,9,0.11575,92.16666666666666,0.24583333333333332
9,94.36666666666666,10,0.09486666666666667,95.0,0.178
10,94.93333333333334,11,0.10593333333333334,93.06666666666666,0.2099333333333333
11,93.30000000000001,12,0.0741111111111111,93.26666666666667,0.232
12,93.93333333333334,13,0.10161111111111111,94.0,0.1852222222222222
13,94.86666666666666,14,0.09638095238095237,95.23333333333333,0.21480952380952378
14,94.19999999999999,15,0.112,96.06666666666666,0.20323809523809522
15,93.26666666666667,16,0.06508333333333334,94.23333333333333,0.20808333333333334
16,92.73333333333333,17,0.10575,94.6,0.235625
17,93.76666666666667,18,0.08718518518518519,95.83333333333334,0.18892592592592594
18,94.43333333333334,19,0.11596296296296295,93.53333333333333,0.20766666666666667
19,94.86666666666666,20,0.09796666666666666,95.76666666666667,0.20326666666666668
20,94.66666666666667,21,0.10106666666666667,93.86666666666666,0.2025
21,94.36666666666666,22,0.09190909090909091,96.33333333333334,0.20463636363636362
22,94.56666666666666,23,0.11672727272727271,94.73333333333333,0.22933333333333333
23,94.96666666666667,24,0.09830555555555555,93.4,0.181
24,93.8,25,0.10002777777777777,94.53333333333333,0.21275
25,94.1,26,0.08189743589743591,96.06666666666666,0.19858974358974357
26,94.16666666666667,27,0.0963076923076923,94.43333333333334,0.21702564102564104
27,94.39999999999999,28,0.08869047619047618,95.33333333333334,0.21578571428571425
28,93.8,29,0.10254761904761904,92.63333333333334,0.21754761904761905
29,94.3,30,0.08946666666666665,93.5,0.223
30,94.43333333333334,31,0.09584444444444444,95.36666666666666,0.20757777777777775
31,94.1,32,0.09633333333333334,94.96666666666667,0.20127083333333334
32,95.0,33,0.10427083333333333,95.63333333333334,0.1889375
33,94.23333333333333,34,0.0883921568627451,94.6,0.21184313725490195
34,93.86666666666666,35,0.10205882352941174,94.3,0.22552941176470587
35,93.56666666666666,36,0.08975925925925926,94.36666666666666,0.19422222222222224
36,94.53333333333333,37,0.10033333333333333,94.26666666666667,0.20333333333333334
37,93.7,38,0.09257894736842104,94.76666666666667,0.21264912280701753
