,accuracy,anne_number,entropy_var,ot_accuracy,ot_entropy_var
0,87.7,1,0.0,85.46666666666667,0.0
1,88.16666666666667,2,0.07833333333333334,84.7,0.24366666666666667
2,80.03333333333333,3,0.2846666666666667,79.2,0.33266666666666667
3,81.2,4,0.1925,82.6,0.22033333333333333
4,86.5,5,0.2305,85.23333333333333,0.2866666666666667
5,85.39999999999999,6,0.1681111111111111,84.46666666666667,0.2632222222222222
6,81.69999999999999,7,0.31077777777777776,79.16666666666666,0.2924444444444444
7,81.46666666666667,8,0.22091666666666668,82.03333333333333,0.20891666666666667
8,83.39999999999999,9,0.22125,78.4,0.28775
9,85.13333333333334,10,0.23040000000000002,86.56666666666666,0.22313333333333335
10,89.03333333333333,11,0.26633333333333337,85.36666666666667,0.27766666666666673
11,83.93333333333334,12,0.19716666666666666,81.66666666666667,0.20027777777777775
12,84.06666666666666,13,0.25027777777777777,82.86666666666666,0.2695
13,85.26666666666667,14,0.20761904761904762,86.43333333333332,0.23433333333333334
14,82.73333333333333,15,0.19957142857142857,80.60000000000001,0.23814285714285716
15,87.4,16,0.227625,84.76666666666667,0.216
16,89.23333333333333,17,0.16879166666666667,87.46666666666667,0.22125
17,85.03333333333333,18,0.20125925925925928,82.63333333333334,0.22144444444444444
18,84.7,19,0.23485185185185184,82.5,0.2648148148148148
19,83.1,20,0.19323333333333334,79.46666666666667,0.1914333333333334
20,84.46666666666667,21,0.19466666666666665,85.23333333333333,0.24630000000000002
21,85.46666666666667,22,0.22790909090909092,84.89999999999999,0.245
22,85.1,23,0.24818181818181817,83.76666666666667,0.2711818181818182
23,82.53333333333333,24,0.1941111111111111,81.83333333333334,0.25847222222222216
24,82.53333333333333,25,0.20361111111111108,79.56666666666666,0.25375
25,83.56666666666666,26,0.23251282051282052,84.3,0.22387179487179487
26,82.63333333333334,27,0.1991794871794872,80.80000000000001,0.23435897435897438
27,84.6,28,0.22016666666666668,81.36666666666666,0.26985714285714285
28,86.5,29,0.20147619047619045,83.13333333333334,0.24609523809523806
29,86.6,30,0.23764444444444446,85.86666666666667,0.23717777777777777
30,84.63333333333334,31,0.225,83.96666666666667,0.2552666666666667
31,88.43333333333334,32,0.20602083333333332,83.36666666666666,0.265125
32,83.93333333333334,33,0.17733333333333334,79.9,0.22972916666666668
