,accuracy,anne_number,entropy_var,ot_accuracy,ot_entropy_var
0,91.4,1,0.0,82.53333333333333,0.0
1,89.7,2,0.17066666666666666,88.96666666666667,0.12633333333333333
2,81.13333333333334,3,0.22466666666666665,70.63333333333334,0.2966666666666667
3,79.0,4,0.18366666666666667,78.10000000000001,0.27316666666666667
4,78.10000000000001,5,0.28683333333333333,80.53333333333333,0.35883333333333334
5,94.33333333333334,6,0.22644444444444442,76.86666666666667,0.2538888888888889
6,78.7,7,0.325,73.06666666666666,0.28855555555555557
7,77.2,8,0.3129166666666667,80.16666666666666,0.28791666666666665
8,76.23333333333333,9,0.39666666666666667,74.53333333333333,0.36533333333333334
9,70.03333333333333,10,0.31386666666666674,77.73333333333333,0.28540000000000004
10,78.10000000000001,11,0.31173333333333336,78.7,0.3264666666666667
11,82.03333333333333,12,0.29888888888888887,83.2,0.298
12,79.76666666666667,13,0.37716666666666665,77.03333333333333,0.3510555555555555
13,79.10000000000001,14,0.3326666666666666,79.76666666666667,0.27647619047619043
14,73.5,15,0.23623809523809522,81.16666666666667,0.3131904761904762
15,83.39999999999999,16,0.2821666666666667,81.13333333333334,0.30583333333333335
16,76.93333333333334,17,0.34591666666666665,81.03333333333333,0.33425
17,79.3,18,0.35307407407407404,77.73333333333333,0.27855555555555556
18,79.06666666666666,19,0.33792592592592596,79.36666666666666,0.3135925925925926
19,78.03333333333333,20,0.2903666666666667,80.76666666666667,0.34363333333333335
20,76.23333333333333,21,0.3211333333333334,83.36666666666666,0.3189000000000001
21,79.43333333333334,22,0.2736969696969697,79.56666666666666,0.3209090909090909
22,82.03333333333333,23,0.3315757575757575,77.83333333333333,0.32396969696969696
23,79.06666666666666,24,0.31988888888888883,80.26666666666667,0.2906666666666667
24,75.4,25,0.33163888888888887,82.76666666666667,0.3281111111111111
25,81.33333333333333,26,0.28597435897435897,82.1,0.31043589743589745
26,77.26666666666667,27,0.30110256410256414,80.93333333333334,0.29892307692307696
27,77.5,28,0.2936190476190476,80.30000000000001,0.3174285714285714
28,77.63333333333333,29,0.2851190476190476,81.86666666666666,0.33099999999999996
