,accuracy,anne_number,entropy_var,ot_accuracy,ot_entropy_var
0,81.93333333333334,1,0.0,78.10000000000001,0.0
1,91.56666666666666,2,0.09633333333333334,79.93333333333334,0.25
2,89.83333333333333,3,0.195,89.0,0.2806666666666667
3,93.36666666666666,4,0.21283333333333335,86.63333333333333,0.34
4,93.73333333333333,5,0.21383333333333332,86.56666666666666,0.41233333333333333
5,91.3,6,0.24877777777777776,81.76666666666667,0.31955555555555554
6,89.8,7,0.1842222222222222,90.9,0.2952222222222223
7,95.7,8,0.21275,86.86666666666667,0.30333333333333334
8,93.13333333333334,9,0.20233333333333334,88.46666666666667,0.37016666666666664
9,92.63333333333334,10,0.22740000000000002,86.7,0.312
10,91.66666666666666,11,0.25773333333333337,87.73333333333333,0.2944666666666667
11,93.26666666666667,12,0.28027777777777774,85.86666666666667,0.3749444444444444
12,94.39999999999999,13,0.191,87.56666666666668,0.318
13,95.03333333333333,14,0.24357142857142852,88.26666666666667,0.33576190476190476
14,91.5,15,0.23814285714285716,89.86666666666666,0.37314285714285705
15,93.33333333333333,16,0.24408333333333335,90.3,0.30191666666666667
16,92.63333333333334,17,0.226125,89.66666666666666,0.33225
17,93.2,18,0.2414444444444444,82.86666666666666,0.3362962962962963
18,92.03333333333333,19,0.2742222222222222,84.56666666666666,0.37281481481481477
19,95.76666666666667,20,0.219,89.06666666666668,0.3449666666666667
20,92.86666666666666,21,0.26770000000000005,91.5,0.3538
21,96.0,22,0.2255151515151515,89.86666666666666,0.34639393939393937
22,92.60000000000001,23,0.22266666666666668,89.16666666666667,0.33145454545454545
23,92.16666666666666,24,0.26975,88.86666666666667,0.35591666666666666
24,92.10000000000001,25,0.2504166666666667,87.4,0.4005
25,94.1,26,0.20871794871794874,88.63333333333333,0.3282564102564103
26,94.53333333333333,27,0.24820512820512822,90.83333333333333,0.3288974358974359
27,92.66666666666666,28,0.2571904761904762,84.8,0.37630952380952376
28,94.69999999999999,29,0.23980952380952378,88.76666666666667,0.34623809523809523
29,91.86666666666666,30,0.24873333333333336,86.96666666666667,0.33713333333333334
30,94.23333333333333,31,0.2916444444444445,86.86666666666667,0.3639333333333334
31,93.63333333333334,32,0.19502083333333334,89.86666666666666,0.3717083333333333
32,93.89999999999999,33,0.22322916666666667,88.93333333333334,0.3416458333333333
33,92.7,34,0.2336470588235294,86.83333333333333,0.34227450980392155
34,94.69999999999999,35,0.2436078431372549,87.76666666666667,0.35849019607843136
35,92.5,36,0.23346296296296298,89.8,0.3697222222222222
36,93.33333333333333,37,0.22416666666666665,91.8,0.3426111111111111
